Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
473,IT,Female,27,Engineer,03:05.6,9,Bachelor,4,8400,51,2,2,1,50,19,64,0,3.03,FALSE
474,Marketing,Male,32,Consultant,03:05.6,5,Bachelor,4,7700,57,8,2,8,75,8,70,2,3.74,FALSE
475,Engineering,Female,29,Consultant,03:05.6,6,High School,4,7700,44,23,22,0,0,16,6,1,4.56,FALSE
476,Sales,Female,39,Technician,03:05.6,5,High School,3,4550,57,44,8,2,0,10,58,2,1.22,FALSE
477,Engineering,Male,26,Engineer,03:05.6,2,Bachelor,3,7800,40,29,7,7,75,14,3,0,1.2,FALSE
478,Legal,Male,39,Specialist,03:05.6,7,Bachelor,1,4950,35,34,11,13,25,18,26,2,2.84,FALSE
479,HR,Male,32,Analyst,03:05.6,6,Bachelor,2,4800,43,37,25,14,0,2,10,0,1.81,FALSE
480,IT,Male,37,Consultant,03:05.6,6,High School,5,8250,31,35,0,0,75,3,42,2,4.28,FALSE
481,IT,Male,57,Engineer,03:05.6,8,PhD,4,8400,49,30,26,2,25,11,39,0,2.17,FALSE
482,Engineering,Female,52,Specialist,03:05.6,3,High School,3,5850,55,10,24,2,75,3,48,0,2.91,FALSE
483,Operations,Male,55,Manager,03:05.6,2,Bachelor,3,7800,52,4,17,9,75,15,34,0,1.23,FALSE
484,Operations,Female,58,Consultant,03:05.6,5,High School,1,6050,55,37,21,12,0,12,26,2,1.79,FALSE
485,Operations,Male,37,Specialist,03:05.6,6,Bachelor,5,6750,39,37,22,9,50,14,8,1,4.83,FALSE
486,HR,Male,59,Consultant,03:05.6,4,Bachelor,3,7150,33,35,15,6,0,8,80,1,2.18,FALSE
487,Customer Support,Male,43,Technician,03:05.6,0,Bachelor,5,5250,59,12,1,5,50,9,20,1,3.86,FALSE
488,Engineering,Male,41,Consultant,03:05.6,4,Bachelor,1,6050,43,12,14,0,0,19,86,0,3.65,FALSE
489,IT,Female,48,Specialist,03:05.6,7,High School,2,5400,34,16,6,0,0,4,97,1,2.47,FALSE
490,Finance,Female,42,Analyst,03:05.6,5,Master,4,5600,37,1,2,0,50,18,11,2,3.21,FALSE
491,Legal,Female,51,Consultant,03:05.6,4,High School,1,6050,38,21,25,0,100,4,99,1,2.01,FALSE
492,Customer Support,Male,36,Manager,03:05.6,2,Bachelor,3,7800,42,21,20,14,0,11,7,2,4.68,FALSE
493,Legal,Male,22,Engineer,03:05.6,7,Bachelor,1,6600,56,1,21,12,75,17,64,2,4.99,FALSE
494,Marketing,Other,48,Specialist,03:05.6,6,Master,4,6300,40,17,3,10,25,10,88,1,4.92,FALSE
495,Sales,Male,41,Specialist,03:05.6,0,Bachelor,2,5400,34,20,7,5,100,10,37,0,2.3,FALSE
496,Finance,Female,50,Developer,03:05.6,0,PhD,4,7000,31,40,23,10,50,3,69,2,4.31,FALSE
497,Engineering,Male,27,Consultant,03:05.6,5,Bachelor,2,6600,55,9,10,5,100,1,26,1,3.5,FALSE
498,Engineering,Male,35,Analyst,03:05.6,5,High School,4,5600,51,25,18,6,50,17,48,0,2.95,FALSE
499,Operations,Female,27,Specialist,03:05.6,5,High School,3,5850,46,47,0,8,0,11,62,1,3.88,FALSE
500,Marketing,Male,27,Analyst,03:05.6,3,Bachelor,5,6000,46,48,15,5,0,19,97,0,3.38,FALSE
